headline,publisher,date,stock,headline_length,keywords,hour
"On Track Innovations Ltd Reports Q2 EPS of $(0.07), Inline; Revenue of $5.85M vs $6.02M Est",Eddie Staley,,OTIV,91,"['innovations ltd', 'q2 eps', 'inline', '$ 5.85m vs $ 6.02m', 'est']",
"Morgan Stanley Maintains Overweight on Agilent Technologies, Inc., Raises PT to $60.00",Juan Lopez,,A,86,"['morgan stanley maintains overweight', 'agilent technologies', 'raises pt']",
Myriad's Downside Case Might Not Matter,Monica Gerson,,MYGN,39,"['myriad', 'downside case might', 'matter']",
UPDATE: Bank Of America Downgrades Agrium,Kevin Riley,,AGU,41,"['update', 'america downgrades agrium']",
Hyperinflation Here We Come!,Jay Peroni,,AUY,28,['hyperinflation'],
"Comstock Holding Co Q2 EPS $(0.01) Down From $0.08 YoY, Sales $4.9M Up From $3.45M YoY",Benzinga Newsdesk,,CHCI,86,"['comstock holding co q2 eps', 'down', 'yoy', '$ 4.9m', 'up', '$ 3.45m', 'yoy']",
UPDATE: Coronado Biosciences Presents Interim Data from Autism Study at Neuropsychopharmacology Meeting,Charles Gross,,CNDO,103,"['update', 'coronado biosciences presents interim data', 'autism', 'neuropsychopharmacology meeting']",
"Global Brass & Copper Holdings Reports Q1 EPS $0.65 vs. Est. $0.56, Rev. $328.9M vs. Est. $347.87M",Paul Quintaro,,BRSS,98,"['global brass', 'holdings', 'q1 eps', 'est', 'rev', '$ 328.9m', 'est', '$ 347.87m']",
"Coffee Holding Co Q2 EPS $(0.04) Misses $0.06 Estimate, Sales $20.716M Miss $24.2M Estimate",Benzinga Newsdesk,2019-06-19 12:17:15+00:00,JVA,91,"['coffee holding co q2 eps', 'estimate', '$ 20.716m', 'miss', '$ 24.2m', 'estimate']",12.0
Intellicheck Mobilisa Has Won $300K Contract for Installation of Defense ID System at National Guard Base,Paul Quintaro,,IDN,105,"['intellicheck mobilisa', 'won', '$ 300k', 'contract', 'installation', 'id', 'national guard', 'base']",
"Littelfuse Reports Q3 Adj. EPS $1.43 vs $1.31 Est., Sales $215.5M vs $217M Est.",Paul Quintaro,,LFUS,79,"['littelfuse', 'q3 adj', 'eps', 'vs $', 'est.', '$ 215.5m vs $ 217m', 'est']",
The Latest On Apple's Legal Battle With Qualcomm,Jayson Derrick,,QCOM,48,"['latest', 'apple', 'legal', 'qualcomm']",
More Retail Results Pour In Ahead Of Holiday After Monday's Record-Setting Session,JJ Kinahan,,HD,82,"['pour', 'ahead', 'holiday', 'record-setting session']",
"Metals, Mining Stocks Moving Higher (PZG, SA, AAU, SLW, FCX, AEM)",Roger Nachman,,AEM,65,"['metals', 'mining stocks', 'pzg', 'sa', 'aau', 'slw', 'fcx', 'aem']",
"Stifel Nicolaus Downgrades Sterling Bancorp To Hold, Removes PT",Joe Young,,STL,63,"['stifel nicolaus downgrades sterling bancorp', 'hold', 'removes pt']",
"U.S. Futures Edge Lower Amid Fresh Europe, China Worries",Michael Matthews,,XLF,56,"['u.s. futures edge lower amid', 'europe', 'china worries']",
Traders Passing ARound Young's China Business Blog Article Highlighting Alibaba Video Hinting At Acquisition Of Sina,Paul Quintaro,,SINA,116,"['traders passing around', ""young 's"", 'china', 'blog article highlighting alibaba video hinting', 'acquisition', 'sina']",
Forum Energy Technologies Announces Agreed Sale by Stockholders of 6M Shares of Common Stock,Eddie Staley,,FET,92,"['forum energy technologies announces agreed sale', 'stockholders', 'shares', 'common stock']",
Stocks That Hit 52-Week Highs On Friday,Lisa Levin,,ACN,39,"['stocks', 'highs']",
"Fibrocell, Intrexon Report Poster Presentation on FCX-007 for the Treatment of Recessive Dystrophic Epidermolysis Bullosa at American Society of Human Genetics Annual Meeting",Hal Lindon,,FCSC,174,"['fibrocell', 'intrexon', 'poster presentation', 'fcx-007', 'recessive dystrophic epidermolysis bullosa', 'american society', 'genetics annual meeting']",
Top 4 Stocks In The Semiconductor Equipment & Materials Industry With The Highest Dividend Yield,Monica Gerson,,UMC,96,"['top', 'stocks', 'semiconductor', 'materials', 'highest dividend yield']",
12 Biggest Mid-Day Gainers For Tuesday,Lisa Levin,,WATT,38,['biggest mid-day gainers'],
100 Biggest Movers From Thursday,Lisa Levin,2020-04-13 09:18:21+00:00,MG,32,['biggest movers'],9.0
"Rofin-Sinar Technologies, Inc. Sees FY2015 EPS $1.60 vs $1.38 Est; Sees Sales $550.0M-570.0M",Paul Quintaro,,RSTI,92,"['rofin-sinar technologies', 'fy2015 eps', 'vs $', 'est', '$ 550.0m-570.0m']",
Gold and Silver Will Continue to Rise,George Maniere,,NG,37,"['silver will continue', 'rise']",
JP Morgan Downgrades Signet Jewelers to Neutral,Paul Quintaro,,SIG,47,"['jp morgan downgrades signet jewelers', 'neutral']",
"Raymond James Maintains Outperform on Hilton Worldwide Holdings, Raises Price Target to $82",Vick Meyer,,HLT,91,"['raymond james maintains outperform', 'hilton worldwide holdings', 'raises price target']",
Isle of Capri (ISLE) Misses Q1 View,BenzingaStaff1,,ISLE,35,"['isle', 'capri', 'isle', 'q1']",
15 Biggest Mid-Day Losers For Thursday,Lisa Levin,,WM,38,['biggest mid-day losers'],
"Equity Lifestyle Properties, Inc. Sees FY2012 FFO $4.94-5.14 vs $4.99 Est",Paul Quintaro,,ELS,73,"['equity lifestyle properties', 'fy2012 ffo', '$ 4.94-5.14 vs $', 'est']",
"Benzinga's Top Upgrades, Downgrades For January 3, 2020",Lisa Levin,,ALB,55,"['benzinga', 'top upgrades', 'downgrades', 'january']",
Bloomberg Reporting Raptor Pharma Has Won FDA Approval for Rare Genetic Disease Drug,Paul Quintaro,,RPTP,84,"['bloomberg reporting raptor pharma', 'won fda approval', 'rare genetic disease drug']",
"SunTrust Robinson Humphrey Maintains Buy on Leidos Holdings, Raises Price Target to $135",Vick Meyer,,LDOS,88,"['suntrust robinson humphrey maintains buy', 'leidos holdings', 'raises price target']",
"Credit Suisse Downgrades Roundy's from Outperform to Neutral, Lowers PT from $12.50 to $8.50",Juan Lopez,,RNDY,92,"['credit suisse downgrades roundy', 'outperform', 'neutral', 'lowers pt']",
Brian Kelly Recommends MPEL And CTRP,Craig Jones,,MPEL,36,"['brian kelly recommends mpel', 'ctrp']",
Sky Traffic High in November - Analyst Blog,Zacks,,DAL,43,"['sky', 'november', 'analyst blog']",
"Imperial Capital Initiates Coverage on Sun Communities at Outperform, Announces $54.00 PT",Paul Quintaro,,SUI,89,"['capital initiates coverage', 'sun communities', 'outperform', 'announces', 'pt']",
"Earnings Scheduled For November 6, 2018",Lisa Levin,,PXD,39,"['earnings scheduled', 'november']",
10 Stocks That Closed Lowest In A Week,Lisa Levin,,SINA,38,"['stocks', 'closed lowest']",
Mid-Afternoon Market Update: Acacia Communications Drops On Weak Outlook; RH Shares Spike Higher,Lisa Levin,,FE,96,"['mid-afternoon market update', 'acacia communications drops', 'weak outlook', 'rh shares spike']",
Wells Fargo Adds 350M Shares To Buyback Plan,Benzinga Newsdesk,,WFC,44,"['fargo adds', 'shares', 'buyback']",
"Benzinga's Top Upgrades, Downgrades For September 23, 2019",Lisa Levin,,AEIS,58,"['benzinga', 'top upgrades', 'downgrades', 'september']",
Benzinga's Top #PreMarket Gainers,Monica Gerson,,MLNX,33,"['benzinga', 'top', 'premarket gainers']",
Tornier N.V. Reports Q4 EPS of $(0.22) vs $(0.15) Est; Revenue of $83.40M vs $77.62M Est,Paul Quintaro,,TRNX,88,"['tornier n.v.', 'q4 eps', 'vs $', 'est', '$ 83.40m vs $ 77.62m', 'est']",
Best And Worst ETFs Of November,Matthew McCall,,PHM,31,"['worst etfs', 'november']",
BTIG Research Initiates Jarden At Buy,Monica Gerson,,JAH,37,"['btig', 'initiates jarden', 'buy']",
"Michael Kors Scores With Strong Q2, But What's The Deal With That Guidance?",Jayson Derrick,,KORS,75,"['michael kors', 'strong q2', 'deal', 'guidance']",
"Wunderlich Maintains Buy on Primoris Services Corporation, Raises PT to $28.00",Juan Lopez,,PRIM,78,"['wunderlich maintains buy', 'primoris', 'raises pt']",
Morgan Stanley Upgrades Novo Nordisk to Overweight from Equal Weight -Reuters,Charles Gross,,NVO,77,"['morgan stanley upgrades novo nordisk', 'overweight', 'weight']",
What's Up With The Frontier Markets?,ETF Professor,,ARGT,36,"['up', 'frontier markets']",
"Nuance Sees FY19 Sales $2.055B-$2.105B vs $2.13B Estimate, Adj. EPS $1.19-$1.27 vs $1.23 Est.",Benzinga Newsdesk,,NUAN,93,"['nuance', 'fy19', '$ 2.055b- $ 2.105b vs $ 2.13b', 'estimate', 'adj', 'eps', '$ 1.19- $', 'vs $', 'est']",
"Morgan Stanley Maintains Equal-Weight on Insulet, Raises price target to $87.00",Vick Meyer,,PODD,79,"['morgan stanley maintains equal-weight', 'insulet', 'raises', 'price target']",
Unconfirmed Rumors Circulate that (GSK) will acquire (IMMU) at 10.00 a share,Franklin Price,,GSK,76,"['unconfirmed rumors circulate', 'gsk', 'immu']",
Freescale Announces Launch of New Financing under Senior Secured Credit Facilities,Eddie Staley,,FSL,82,"['freescale announces launch', 'financing', 'senior secured credit facilities']",
UPDATE: Scotia Capital Lowers PT on Marathon Oil to $36,BenzingaStaffJ,,MPC,55,"['update', 'scotia capital lowers pt', 'marathon']",
50 Biggest Movers From Yesterday,Lisa Levin,,NVAX,32,"['biggest movers', 'yesterday']",
"Jim Cramer Weighs In On Nektar, L Brands And More",Craig Jones,,NKTR,49,"['jim cramer weighs', 'nektar', 'brands']",
Brean Says To Ignore The CRM Story,Monica Gerson,,ORCL,34,"['brean says', 'ignore', 'crm']",
Morning Market Losers,Lisa Levin,2015-01-05 14:57:51+00:00,SKH,21,['morning market losers'],14.0
UPDATE: Morgan Stanley Initiates Eldorado Gold at Overweight,David Johnson,,EGO,60,"['update', 'morgan stanley initiates eldorado', 'overweight']",
"UPDATE: Citigroup Says Koch 'slipped recent rounds of containerboard consolidation', Prefers WestRock As Co. May Be Indirect Beneficiary To An Int'l Paper Deal",Paul Quintaro,,IP,159,"['update', 'citigroup says koch', 'recent rounds', 'containerboard consolidation', 'prefers westrock', 'may be indirect', 'int', 'paper deal']",
"Key Takeaways From Dell, HP Recent Earnings Reports",Minyanville,,NVDA,51,"['key takeaways', 'dell', 'hp recent earnings']",
Stratus Properties Reports Closed $75M Loan With ACRC Lender To Refinance The Santal,Benzinga Newsdesk,2019-10-04 11:51:29+00:00,STRS,84,"['stratus properties', 'closed', '$ 75m loan', 'acrc lender', 'refinance', 'santal']",11.0
"Singular Research Initiates Coverage on ClearOne at Buy, Announces $14.50 PT",Paul Quintaro,,CLRO,76,"['singular', 'initiates coverage', 'clearone', 'buy', 'announces', 'pt']",
Samsung cuts Dependence on Qualcomm -Korea Times; Positive for Silicon Motion Tech,Allie Wickman,,SIMO,82,"['samsung', 'dependence', 'qualcomm', 'positive', 'silicon motion tech']",
"The Daily Biotech Pulse: Genomic Health Earnings, AbbVie's Humira Approved For Another Indication In Japan",Shanthi Rexaline,,HALO,106,"['biotech pulse', 'genomic', 'earnings', 'abbvie', 'humira approved', 'japan']",
48 Biggest Movers From Yesterday,Lisa Levin,,GLBS,32,"['biggest movers', 'yesterday']",
"Keefe, Bruyette & Woods Happy With First Community Bancshares Outperform Rating",BenzingaStaffB,,FCBC,79,"['keefe', 'bruyette', 'woods happy', 'bancshares outperform rating']",
Mid-Afternoon Market Update: Crude Oil Down 3%; Tripadvisor Shares Rise On Earnings Beat,Lisa Levin,,TRIP,88,"['mid-afternoon market update', 'crude', 'down', 'tripadvisor shares rise', 'earnings']",
Why American Airlines Should Grace Your Portfolio,Zacks,,EV,49,['grace your portfolio'],
"PVH Corp, Atlantic Power, Carlyle Group Lead Monday's After-Hours Movers",John Seward,,AT,72,"['pvh corp', 'atlantic power', 'carlyle', 'lead', 'after-hours movers']",
"Morgan Stanley Maintains Equal-Weight on Insulet, Raises Price Target to $127",Vick Meyer,,PODD,77,"['morgan stanley maintains equal-weight', 'insulet', 'raises price target']",
"Deutsche Bank Loves Foot Locker, JC Penney And Costco In 2016...But Why?",Wayne Duggan,,JCP,72,"['deutsche', 'loves foot locker', 'jc penney', 'costco']",
Stocks Hitting 52-Week Lows,Lisa Levin,,CRME,27,"['stocks', 'lows']",
44 Stocks Moving In Friday's Mid-Day Session,Lisa Levin,,TWMC,44,"['stocks', 'mid-day session']",
PPG Industries Reports Q3 EPS $2.24 vs $2.20 Est,Paul Quintaro,,PPG,48,"['ppg', 'q3 eps', 'vs $', 'est']",
Psychiatric Solutions Approve Merger with Universal Health Services,Benzinga Staff,,UHS,67,"['psychiatric solutions approve', 'universal']",
Wells Fargo Downgrades Imprivata to Market Perform,Paul Quintaro,2016-08-02 10:27:43+00:00,IMPR,50,"['fargo downgrades imprivata', 'market perform']",10.0
"Akorn Announces Approval Of Abbreviated New Drug Application For Diclofenac Sodium Topical Gel, 1%",Benzinga Newsdesk,,AKRX,98,"['akorn announces approval', 'abbreviated', 'drug application', 'diclofenac sodium topical gel']",
"Benzinga's M&A Chatter for Tuesday May 22, 2012",Charles Gross,,IDTI,47,"['benzinga', ""'s m"", 'chatter', 'may']",
"Massachusetts Governor Declares State of Emergency After Gas-Fueled Explosions North of Boston; Gov. Says Eversource Managing Blast Response, Some Officials Fault A Unit Of NiSource For Response After Initial Blasts",Benzinga Newsdesk,,NI,215,"['massachusetts', 'declares', 'emergency', 'gas-fueled explosions', 'boston', 'gov', 'says eversource', 'blast', 'fault', 'nisource', 'initial blasts']",
Option Alert: Cenovus En Sep 7.5 Calls Sweep: 899 @ ASK $0.95: 899 traded vs 118 OI: Earnings 7/27 Before Open $7.95 Ref,Charles Gross,,CVE,120,"['option alert', 'cenovus en sep', 'sweep', 'ask', 'oi', 'earnings', 'open $', 'ref']",
"The Daily Biotech Pulse: Arbutus Halts Hepatitis B Study, Positive Readout For MEI Pharma's Blood Cancer Drug, Ovid Offering",Shanthi Rexaline,,BLUE,124,"['biotech pulse', 'arbutus halts hepatitis', 'positive readout', 'mei pharma', 'blood', 'drug', 'ovid offering']",
Award Issued in Arbitration between Swatch and Tiffany,Charles Gross,,TIF,54,"['issued', 'arbitration', 'swatch', 'tiffany']",
UPDATE: Auriga Raises PT to $8 on PMC-Sierra,David Johnson,,PMCS,44,"['update', 'auriga raises pt', 'pmc-sierra']",
Mizuho Securities Downgrades Cubist Pharmaceuticals Post Acquisition Announcement,Kevin Riley,,MRK,81,"['mizuho securities downgrades cubist pharmaceuticals', 'acquisition announcement']",
Option Alert: ANF Fri 12/11 27.5 Calls (Wkly) Sweep: 749 @ ASK $0.30: 1001 traded vs 205 OI: $26.28 Ref,Charles Gross,,ANF,103,"['option alert', 'anf fri', 'wkly', 'sweep', 'ask', 'oi', 'ref']",
5 Most Undervalued Stocks in the S&P 500,Benzinga Staff,,KO,40,['undervalued stocks'],
"AiCuris, Merck Enter Exclusive Worldwide License Agreement",Charles Gross,,MRK,58,"['aicuris', 'merck enter exclusive worldwide license agreement']",
Shares of several software companies are trading lower after President Trump announced additional tariffs on Chinese goods.,Benzinga Newsdesk,,SPLK,123,"['shares', 'software companies', 'trump', 'additional tariffs', 'chinese goods']",
"Form 8-K from CVR Refining Shows Keith Cozza Resigned from Board, Andrew Roberto Named to Board",Paul Quintaro,,CVRR,95,"['form', 'cvr refining shows keith cozza resigned', 'andrew roberto']",
Preview: Associated Banc's Earnings,Benzinga Newsdesk,,ASB,35,"['preview', 'banc', 'earnings']",
"Deutsche Bank Maintains Intersil at Buy, Lowers PT from $12 to $10",Juan Lopez,,ISIL,66,"['deutsche', 'maintains intersil', 'buy', 'lowers pt']",
Evercore ISI Group Downgrades Copa Holdings to Sell,Eddie Staley,,CPA,51,"['evercore isi', 'downgrades copa holdings', 'sell']",
Diamond Offshore Drilling shares are trading higher despite market downturn and weakness in oil. Not currently seeing company-specific news.,Benzinga Newsdesk,,DO,140,"['diamond offshore drilling', 'market downturn', 'company-specific news']",
"Stocks Trading Ex Dividend For Thurs., Sep. 13, 2018",luke@benzinga.com,,VLY,52,"['stocks', 'ex dividend', 'thurs.', 'sep.']",
Benzinga's Top #PreMarket Losers,Monica Gerson,,ERIC,32,"['benzinga', 'top', 'premarket losers']",
BlackBerry Late-Day Boost From Blog Post Not Enough To Mask Underlying Problems,Garrett Cook,,BBRY,79,"['blackberry late-day boost', 'blog', 'enough', 'mask', 'problems']",
Weyerhaeuser to Acquire Longview Timber from Brookfield Asset Management for $2.65B,Charles Gross,,BAM,83,"['weyerhaeuser', 'acquire longview timber', 'brookfield asset management', '$ 2.65b']",
Stryker Offered $33M to the DoJ for Settlement on Otisknee,Paul Quintaro,,SYK,58,"['stryker offered', '$ 33m', 'doj', 'settlement', 'otisknee']",
Benzinga's Top Downgrades,Lisa Levin,,NEM,25,"['benzinga', 'top downgrades']",
Top 4 Stocks In The Diversified Computer Systems Industry With The Highest Cash,Monica Gerson,,TDC,79,"['top', 'stocks', 'computer systems', 'highest cash']",
Most iShares ETFs Won't Have 2012 Capital Gains Distributions,ETF Professor,,AGG,61,"['etfs wo', 'have', 'capital', 'distributions']",
ManpowerGroup Reports Q2 EPS $0.76 vs $0.72 Est; Revenues $5.2B vs $5.23B Est,Allie Wickman,,MAN,77,"['manpowergroup', 'q2 eps', 'vs $', 'est', 'revenues', '$ 5.2b vs $ 5.23b', 'est']",
VMware Reports $1.5B Buyback,Benzinga Newsdesk,,VMW,28,"['vmware', 'reports $ 1.5b', 'buyback']",
Stocks That Hit 52-Week Highs On Friday,Lisa Levin,,NEE,39,"['stocks', 'highs']",
"Cantel Medical Q2 EPS $0.61 Misses $0.67 Estimate, Sales $288.498M Miss $290.45M Estimate",Benzinga Newsdesk,,CMD,89,"['cantel', 'q2 eps', 'estimate', '$ 288.498m', 'miss', '$ 290.45m', 'estimate']",
6 Stocks Moving In Tuesday's After-Hours Session,Brett Hershman,,DDD,48,"['stocks', 'after-hours session']",
AstraZeneca Responds to FDA Letter - Analyst Blog,Zacks,,AZN,49,"['astrazeneca responds', 'fda letter', 'analyst blog']",
Shares of ITT Educational Spike Higher as Hearing Several Traders Discussion a Judge Has Ordered CalVets Suspension of Co. Institutions Will Be Lifted,Paul Quintaro,,ESI,150,"['shares', 'itt educational spike', 'hearing', 'traders discussion', 'ordered calvets suspension', 'institutions will be lifted']",
Mid-Afternoon Market Update: Shutterfly Surges On Earnings Beat; Forterra Shares Slide,Lisa Levin,,KONE,86,"['mid-afternoon market update', 'shutterfly surges', 'earnings', 'forterra shares slide']",
The Singapore Fund Announces Approval of Aberdeen as Investment,Theo Kratz,2011-06-03 21:14:26+00:00,SGF,63,"['singapore', 'announces approval', 'aberdeen']",21.0
Kudlow Believes The USMCA Will Pass And It Will Pass Before Thanksgiving,Benzinga Newsdesk,,EWC,72,"['kudlow believes', 'usmca will pass', 'will pass', 'thanksgiving']",
